transaction_id,account_id,transaction_type,amount,transaction_date,channel
4299,445,Withdrawal,33220.24,2025/03/15,ATM
4300,104,Withdrawal,8852.33,2023/11/21,Online
4301,701,Loan Payment,27513.84,2023/06/12,Mobile
4302,60,Loan Payment,33784.08,2024/01/27,Online
4303,225,Deposit,11602.07,2023/09/25,ATM
4304,483,Withdrawal,13322.05,2024/04/02,Branch
4305,620,Deposit,38822.92,2025/07/24,Branch
4306,894,Loan Payment,8984.96,2024/05/01,Online
4307,914,Withdrawal,42922.91,2025/09/09,Mobile
4308,682,Deposit,38037.64,2025/01/03,Online
4309,680,Withdrawal,10551.98,2023/05/23,Branch
4310,72,Deposit,11536.51,2025/04/18,Online
4311,39,Loan Payment,37427.57,2024/06/27,Mobile
4312,849,Loan Payment,33670.52,2023/10/18,ATM
4313,249,Deposit,35643.99,2025/07/17,ATM
4314,56,Withdrawal,977.97,2024/10/24,ATM
4315,327,Withdrawal,30312.90,2025/08/14,Mobile
4316,405,Withdrawal,47885.46,2023/07/01,Mobile
4317,33,Withdrawal,48786.96,2023/09/15,ATM
4318,407,Deposit,6899.78,2024/08/10,Mobile
4319,893,Loan Payment,45985.19,2023/06/20,Mobile
4320,312,Withdrawal,7635.72,2024/12/06,Branch
4321,915,Deposit,47074.49,2025/10/11,ATM
4322,739,Deposit,25310.81,2024/09/30,ATM
4323,642,Loan Payment,3600.55,2025/01/11,Mobile
4324,997,Loan Payment,38421.65,2023/06/01,Online
4325,159,Deposit,45234.73,2024/08/15,Mobile
4326,752,Withdrawal,16566.37,2023/09/30,ATM
4327,409,Deposit,35603.28,2025/07/16,Mobile
4328,688,Loan Payment,48608.34,2024/11/03,Branch
4329,482,Loan Payment,45118.87,2024/02/04,Online
4330,926,Withdrawal,23004.17,2024/09/09,Branch
4331,991,Loan Payment,45200.88,2025/12/10,Branch
4332,853,Withdrawal,26252.58,2023/03/24,ATM
4333,846,Withdrawal,28644.81,2024/08/04,Branch
4334,15,Deposit,25899.02,2025/03/02,Branch
4335,408,Deposit,24145.89,2025/11/10,Mobile
4336,210,Deposit,22405.24,2024/06/04,Branch
4337,818,Loan Payment,27462.46,2024/01/04,Online
4338,105,Loan Payment,41712.61,2025/11/23,Online
4339,876,Deposit,28665.22,2023/11/20,Mobile
4340,28,Loan Payment,6219.32,2024/03/10,Branch
4341,889,Loan Payment,31055.91,2025/05/10,Online
4342,480,Loan Payment,5405.65,2023/08/20,Mobile
4343,94,Deposit,29299.70,2024/03/11,Online
4344,905,Deposit,30796.07,2024/05/17,ATM
4345,662,Withdrawal,32798.95,2023/06/26,Branch
4346,186,Withdrawal,29075.04,2023/10/23,Mobile
4347,508,Withdrawal,48513.09,2023/04/10,Branch
4348,107,Loan Payment,19517.84,2023/11/20,Branch
4349,419,Withdrawal,8307.74,2024/03/18,Online
4350,390,Loan Payment,27039.92,2025/06/11,ATM
4351,881,Withdrawal,39294.68,2025/08/11,Branch
4352,727,Withdrawal,36522.66,2024/03/27,Branch
4353,360,Loan Payment,10670.92,2024/03/01,ATM
4354,270,Loan Payment,31467.04,2025/04/05,Branch
4355,19,Withdrawal,7606.84,2025/09/27,Mobile
4356,854,Withdrawal,40662.30,2025/02/24,Online
4357,539,Loan Payment,7053.38,2024/07/18,Mobile
4358,378,Withdrawal,11934.58,2023/11/21,Online
4359,714,Loan Payment,7108.01,2023/10/04,Online
4360,332,Loan Payment,26465.90,2025/10/24,Branch
4361,852,Loan Payment,17092.00,2024/02/19,Online
4362,289,Deposit,6265.57,2022/12/28,Mobile
4363,475,Deposit,31911.28,2023/03/21,Mobile
4364,327,Withdrawal,49228.78,2023/11/01,Branch
4365,624,Withdrawal,37611.15,2023/12/24,ATM
4366,127,Withdrawal,22903.45,2023/05/29,Online
4367,223,Deposit,30463.70,2023/02/08,ATM
4368,872,Withdrawal,8623.49,2025/05/17,Online
4369,90,Deposit,31648.50,2025/05/05,ATM
4370,343,Loan Payment,8548.06,2025/12/13,Mobile
4371,675,Deposit,35280.61,2023/03/06,ATM
4372,333,Loan Payment,2333.03,2024/10/02,Branch
4373,390,Withdrawal,16549.14,2025/09/24,Mobile
4374,739,Deposit,34312.76,2025/06/07,Branch
4375,455,Withdrawal,9422.41,2023/08/31,Branch
4376,728,Loan Payment,41059.87,2024/09/22,Mobile
4377,941,Withdrawal,38323.62,2025/07/25,Online
4378,434,Loan Payment,6725.37,2023/03/13,ATM
4379,265,Deposit,49691.50,2024/05/27,ATM
4380,133,Deposit,31378.14,2023/09/23,Mobile
4381,54,Withdrawal,49020.04,2024/07/22,Branch
4382,861,Deposit,12569.00,2025/05/13,ATM
4383,80,Loan Payment,38944.30,2023/12/24,ATM
4384,121,Deposit,49276.80,2023/03/25,Online
4385,629,Deposit,32260.18,2025/05/03,Branch
4386,927,Loan Payment,31150.63,2025/02/12,ATM
4387,610,Withdrawal,38848.47,2023/10/06,ATM
4388,210,Deposit,31153.63,2024/12/25,Branch
4389,487,Deposit,13647.53,2025/01/26,Online
4390,919,Withdrawal,39591.54,2023/10/05,Branch
4391,803,Loan Payment,31543.47,2023/02/17,ATM
4392,583,Loan Payment,9258.50,2024/03/24,Branch
4393,513,Loan Payment,48079.51,2023/07/11,ATM
4394,616,Withdrawal,22440.43,2023/07/18,ATM
4395,896,Withdrawal,45319.35,2025/08/13,ATM
4396,641,Deposit,32775.54,2025/10/25,Online
4397,558,Loan Payment,45558.10,2025/02/09,Mobile
4398,601,Withdrawal,37795.15,2023/09/28,ATM
4399,241,Withdrawal,931.10,2023/04/22,Mobile
4400,47,Deposit,14069.17,2025/06/02,ATM
4401,76,Loan Payment,6658.44,2025/02/11,Branch
4402,436,Loan Payment,9516.05,2023/12/31,Online
4403,140,Loan Payment,27639.95,2023/07/26,Mobile
4404,288,Deposit,38095.58,2024/08/22,ATM
4405,775,Loan Payment,36420.96,2024/02/15,Mobile
4406,926,Deposit,45314.07,2025/06/12,Online
4407,706,Loan Payment,23846.44,2023/05/29,ATM
4408,64,Withdrawal,16109.53,2023/04/07,Online
4409,336,Deposit,2021.42,2024/12/26,Mobile
4410,611,Deposit,19420.18,2024/05/21,Branch
4411,195,Withdrawal,10241.22,2025/11/13,ATM
4412,57,Loan Payment,29043.45,2024/05/12,ATM
4413,964,Deposit,19075.54,2025/07/23,Branch
4414,313,Withdrawal,16827.71,2025/02/15,Online
4415,991,Loan Payment,40456.50,2023/01/30,Online
4416,768,Loan Payment,11013.52,2025/09/27,Mobile
4417,177,Loan Payment,21868.40,2024/12/29,ATM
4418,736,Deposit,33345.09,2024/10/16,Branch
4419,466,Loan Payment,47978.88,2025/01/18,Mobile
4420,826,Deposit,46064.84,2024/11/18,Branch
4421,207,Deposit,25044.88,2024/02/26,Branch
4422,100,Deposit,8911.82,2024/06/22,Online
4423,876,Loan Payment,19063.29,2025/04/28,ATM
4424,465,Withdrawal,48421.73,2025/02/21,ATM
4425,392,Loan Payment,37848.57,2025/07/02,Mobile
4426,116,Withdrawal,29525.03,2025/04/28,Branch
4427,796,Loan Payment,16636.80,2023/12/28,Branch
4428,710,Deposit,10655.86,2023/11/07,Online
4429,22,Deposit,15898.72,2023/01/04,Mobile
4430,362,Deposit,47655.19,2025/10/09,ATM
4431,244,Loan Payment,38647.83,2025/02/17,Online
4432,939,Withdrawal,42199.59,2024/06/13,ATM
4433,464,Withdrawal,30956.94,2023/02/25,Mobile
4434,270,Loan Payment,46219.53,2023/12/31,Mobile
4435,382,Deposit,4863.07,2023/02/23,Branch
4436,911,Loan Payment,34012.12,2024/06/06,Mobile
4437,678,Loan Payment,6728.18,2024/01/20,Mobile
4438,306,Deposit,3936.72,2024/07/07,Mobile
4439,251,Withdrawal,22494.72,2023/03/10,Branch
4440,603,Deposit,32098.24,2025/11/26,Branch
4441,211,Withdrawal,42622.09,2023/03/13,Online
4442,824,Withdrawal,17257.58,2023/02/14,Mobile
4443,585,Deposit,26616.82,2025/04/15,Online
4444,20,Deposit,26676.02,2023/08/27,Branch
4445,50,Withdrawal,31520.99,2025/09/12,ATM
4446,238,Loan Payment,22779.16,2023/10/06,ATM
4447,46,Withdrawal,25560.74,2023/03/17,Online
4448,120,Deposit,10180.38,2025/01/14,Online
4449,141,Loan Payment,41980.44,2025/08/13,Branch
4450,394,Withdrawal,49775.57,2025/09/02,Mobile
4451,701,Deposit,47317.15,2024/06/20,Mobile
4452,802,Withdrawal,33982.12,2024/03/15,Mobile
4453,983,Withdrawal,45093.34,2024/08/27,Online
4454,130,Deposit,4720.50,2024/12/28,Branch
4455,175,Deposit,3906.23,2023/11/06,Mobile
4456,867,Withdrawal,5365.62,2023/01/04,Mobile
4457,884,Loan Payment,9993.19,2023/06/22,Mobile
4458,302,Deposit,28480.24,2025/01/22,Branch
4459,285,Deposit,6942.61,2023/04/24,Mobile
4460,185,Deposit,18192.42,2023/08/12,ATM
4461,881,Deposit,21668.95,2023/01/20,Online
4462,66,Withdrawal,19047.66,2023/07/18,Online
4463,763,Deposit,21435.58,2023/04/21,Online
4464,590,Withdrawal,25034.78,2025/04/02,Online
4465,904,Loan Payment,4948.40,2024/10/05,Branch
4466,444,Deposit,31377.17,2024/04/07,Mobile
4467,613,Deposit,23633.39,2025/04/20,Branch
4468,742,Deposit,17652.00,2024/12/30,ATM
4469,668,Deposit,23472.47,2025/01/21,ATM
4470,899,Withdrawal,38241.74,2024/05/09,Mobile
4471,93,Loan Payment,36503.52,2025/02/05,Branch
4472,124,Withdrawal,3357.48,2023/01/15,Branch
4473,509,Deposit,29676.42,2023/08/25,Branch
4474,27,Withdrawal,48079.48,2023/07/03,Online
4475,686,Deposit,43110.27,2023/09/19,ATM
4476,527,Loan Payment,19967.85,2023/03/11,Branch
4477,448,Loan Payment,6129.36,2025/04/07,Online
4478,219,Loan Payment,40713.69,2023/05/10,ATM
4479,286,Deposit,31125.25,2023/12/05,Online
4480,7,Withdrawal,17419.96,2025/10/16,ATM
4481,591,Deposit,44949.83,2025/02/07,Mobile
4482,428,Withdrawal,13853.02,2024/12/23,Branch
4483,375,Deposit,754.41,2025/10/12,ATM
4484,627,Deposit,47725.16,2023/12/21,Mobile
4485,721,Withdrawal,14424.13,2025/02/01,Online
4486,313,Deposit,19169.51,2024/09/15,Mobile
4487,568,Loan Payment,13831.66,2025/09/21,Online
4488,985,Withdrawal,3678.34,2023/12/31,Mobile
4489,832,Withdrawal,3792.03,2023/11/13,ATM
4490,832,Withdrawal,39939.69,2023/07/29,ATM
4491,830,Withdrawal,7500.80,2023/03/19,ATM
4492,786,Withdrawal,38181.48,2025/02/20,Mobile
4493,293,Deposit,23918.94,2024/05/22,Mobile
4494,212,Withdrawal,34552.22,2025/04/17,Online
4495,359,Deposit,5187.56,2023/10/28,Online
4496,263,Deposit,40667.19,2023/03/02,ATM
4497,892,Deposit,5326.08,2025/09/08,Mobile
4498,446,Loan Payment,5204.67,2024/07/21,Mobile
4499,950,Loan Payment,31921.82,2025/05/07,Branch
4500,394,Withdrawal,31351.83,2023/03/13,Online
4501,261,Deposit,25541.21,2023/09/21,Online
4502,28,Deposit,17221.02,2025/03/31,Mobile
4503,635,Deposit,43158.50,2024/10/17,Mobile
4504,802,Loan Payment,29651.28,2024/05/05,ATM
4505,869,Withdrawal,10357.23,2023/09/06,Online
4506,171,Deposit,6478.32,2023/10/24,ATM
4507,96,Deposit,43206.79,2025/06/18,Branch
4508,249,Deposit,41447.99,2025/07/07,Online
4509,959,Deposit,36981.57,2025/10/17,Mobile
4510,772,Loan Payment,16507.64,2025/11/11,ATM
4511,627,Withdrawal,3735.99,2023/09/22,Online
4512,851,Loan Payment,23013.16,2023/05/22,Online
4513,853,Withdrawal,17762.88,2024/06/12,ATM
4514,127,Deposit,29971.54,2024/08/29,Mobile
4515,687,Deposit,25242.50,2025/07/01,Mobile
4516,284,Withdrawal,23942.38,2025/11/15,Mobile
4517,947,Loan Payment,15167.25,2024/09/18,ATM
4518,732,Loan Payment,43162.22,2025/07/12,Branch
4519,671,Withdrawal,34699.86,2024/11/06,Mobile
4520,599,Loan Payment,35764.78,2023/06/29,Mobile
4521,534,Loan Payment,27001.05,2024/01/01,Mobile
4522,424,Withdrawal,42508.82,2023/12/09,Mobile
4523,310,Withdrawal,48643.80,2023/08/23,Branch
4524,185,Withdrawal,18810.53,2023/07/11,Mobile
4525,976,Deposit,2364.63,2024/08/24,Branch
4526,759,Loan Payment,20720.80,2023/12/23,Mobile
4527,594,Loan Payment,40899.52,2024/01/15,ATM
4528,467,Deposit,11448.62,2024/05/28,ATM
4529,903,Deposit,9984.91,2023/09/29,Online
4530,397,Withdrawal,36586.07,2025/07/30,Mobile
4531,164,Loan Payment,37263.73,2025/09/03,ATM
4532,282,Loan Payment,41274.54,2023/03/08,Mobile
4533,296,Withdrawal,30061.26,2023/07/21,Online
4534,314,Deposit,31417.45,2025/12/16,Mobile
4535,805,Deposit,30243.83,2025/03/13,ATM
4536,23,Withdrawal,24025.49,2025/12/11,Branch
4537,640,Withdrawal,48137.86,2024/02/28,ATM
4538,80,Loan Payment,21236.79,2024/12/31,ATM
4539,191,Loan Payment,21747.52,2024/04/01,Online
4540,901,Deposit,1587.16,2023/01/21,Mobile
4541,318,Withdrawal,32380.79,2025/04/30,ATM
4542,357,Loan Payment,28454.55,2024/10/31,Mobile
4543,138,Withdrawal,44152.59,2023/10/11,Branch
4544,590,Loan Payment,14457.42,2025/01/29,Mobile
4545,440,Deposit,40829.39,2024/06/12,Mobile
4546,564,Deposit,35968.95,2023/12/09,Mobile
4547,326,Loan Payment,25748.84,2023/01/17,ATM
4548,466,Withdrawal,36002.42,2023/11/14,Online
4549,537,Deposit,27067.59,2024/07/22,ATM
4550,532,Withdrawal,9326.89,2023/01/14,ATM
4551,979,Deposit,11629.25,2023/01/25,Branch
4552,917,Deposit,6662.23,2025/06/07,Branch
4553,485,Withdrawal,30855.01,2023/04/14,Branch
4554,949,Loan Payment,7992.63,2024/06/15,Branch
4555,774,Withdrawal,34353.05,2024/04/28,Mobile
4556,967,Deposit,29667.07,2024/10/02,Online
4557,228,Withdrawal,23120.58,2025/12/04,Branch
4558,770,Deposit,41535.29,2023/01/25,ATM
4559,388,Deposit,28320.93,2023/12/07,Online
4560,228,Deposit,7641.12,2023/09/08,Mobile
4561,501,Loan Payment,29647.76,2023/10/23,Mobile
4562,135,Loan Payment,16153.22,2025/05/12,ATM
4563,527,Loan Payment,24208.22,2025/08/29,Online
4564,271,Withdrawal,45990.14,2025/03/31,Online
4565,996,Withdrawal,8010.10,2023/12/05,ATM
4566,250,Loan Payment,11074.83,2023/01/07,Mobile
4567,970,Deposit,47119.80,2023/05/30,ATM
4568,200,Loan Payment,42888.29,2025/01/22,Mobile
4569,573,Loan Payment,43216.66,2024/02/25,Mobile
4570,93,Deposit,15817.67,2025/12/10,Mobile
4571,230,Loan Payment,24885.72,2024/03/03,Branch
4572,756,Loan Payment,2294.79,2025/06/07,Branch
4573,500,Deposit,16204.15,2025/09/17,ATM
4574,639,Loan Payment,32745.51,2025/11/04,Branch
4575,976,Deposit,36661.91,2025/06/05,Branch
4576,754,Loan Payment,38691.61,2024/02/03,Online
4577,89,Deposit,33688.02,2023/12/23,ATM
4578,729,Deposit,18807.30,2024/01/12,Branch
4579,339,Loan Payment,25657.56,2023/07/18,Mobile
4580,111,Withdrawal,26784.73,2023/01/15,Online
4581,729,Deposit,31905.71,2025/02/28,Branch
4582,166,Withdrawal,4287.94,2023/09/23,Mobile
4583,571,Withdrawal,29565.49,2025/12/12,Online
4584,376,Withdrawal,32032.24,2024/03/26,ATM
4585,838,Withdrawal,18045.78,2023/04/01,Mobile
4586,404,Deposit,42941.21,2025/01/27,Branch
4587,204,Deposit,35620.25,2024/04/13,Online
4588,597,Withdrawal,572.62,2025/06/05,ATM
4589,975,Deposit,34311.42,2024/10/04,Branch
4590,130,Withdrawal,3280.42,2024/08/22,Branch
4591,607,Deposit,10152.16,2024/03/01,Online
4592,78,Deposit,44609.49,2025/05/14,ATM
4593,62,Deposit,18828.92,2025/04/08,Online
4594,255,Loan Payment,38129.98,2024/04/30,Online
4595,490,Loan Payment,46914.94,2023/12/04,Mobile
4596,736,Withdrawal,27775.11,2025/09/22,Mobile
4597,916,Deposit,31976.44,2023/11/27,ATM
4598,696,Loan Payment,14501.28,2025/11/10,Online
4599,997,Withdrawal,38897.85,2023/10/15,Mobile
4600,328,Withdrawal,31543.93,2025/08/17,Mobile
4601,848,Deposit,44173.84,2024/03/20,Online
4602,678,Deposit,27271.26,2024/09/26,ATM
4603,165,Loan Payment,37860.47,2023/08/04,Mobile
4604,719,Withdrawal,37530.50,2024/07/30,Branch
4605,51,Loan Payment,28119.28,2025/11/20,ATM
4606,715,Withdrawal,19060.10,2024/07/07,ATM
4607,373,Withdrawal,2299.77,2024/09/08,Mobile
4608,461,Withdrawal,25932.70,2024/06/21,Online
4609,113,Withdrawal,1441.69,2024/01/10,Mobile
4610,522,Withdrawal,13049.02,2023/02/27,Mobile
4611,505,Deposit,23706.01,2023/11/10,ATM
4612,940,Withdrawal,4588.40,2023/09/14,Mobile
4613,885,Withdrawal,39573.27,2023/05/11,Branch
4614,632,Withdrawal,8427.35,2024/07/28,Mobile
4615,758,Withdrawal,1170.44,2024/07/26,Online
4616,704,Deposit,38841.15,2023/07/10,Mobile
4617,992,Deposit,12373.93,2022/12/23,Online
4618,106,Deposit,6177.55,2025/03/05,Online
4619,534,Withdrawal,31841.08,2023/10/16,Online
4620,110,Loan Payment,19603.31,2023/11/25,ATM
4621,457,Deposit,30144.53,2024/06/30,Mobile
4622,840,Loan Payment,19532.00,2023/01/13,ATM
4623,579,Deposit,20254.04,2024/07/07,Mobile
4624,252,Deposit,27382.75,2024/08/13,ATM
4625,992,Withdrawal,25091.14,2023/04/30,Mobile
4626,396,Withdrawal,26606.59,2024/07/17,Branch
4627,64,Deposit,9950.66,2024/04/18,Branch
4628,912,Loan Payment,17158.61,2025/01/21,Branch
4629,527,Deposit,48418.48,2023/03/03,Mobile
4630,905,Deposit,21260.51,2025/12/01,Online
4631,664,Withdrawal,44196.03,2024/09/12,Branch
4632,366,Deposit,40069.70,2023/01/30,Online
4633,950,Withdrawal,40201.47,2023/04/09,Mobile
4634,552,Loan Payment,49069.00,2025/11/11,Branch
4635,56,Withdrawal,12684.38,2024/09/14,Online
4636,286,Withdrawal,23041.88,2025/04/12,Mobile
4637,259,Deposit,38672.74,2024/02/29,Online
4638,345,Withdrawal,12780.25,2025/06/02,ATM
4639,31,Deposit,24176.90,2025/05/15,ATM
4640,101,Withdrawal,31903.76,2024/07/27,Online
4641,848,Withdrawal,38376.08,2024/10/30,ATM
4642,169,Withdrawal,49853.20,2024/08/23,Online
4643,463,Deposit,33317.73,2025/02/17,Mobile
4644,834,Withdrawal,15682.15,2025/10/17,ATM
4645,747,Deposit,7531.51,2025/05/13,Mobile
4646,370,Deposit,46710.38,2023/11/24,Branch
4647,451,Deposit,24066.48,2025/06/20,Branch
4648,810,Loan Payment,14685.39,2025/06/08,Online
4649,908,Loan Payment,26563.91,2025/04/11,ATM
4650,847,Withdrawal,12966.54,2024/12/23,ATM
4651,372,Deposit,15674.86,2025/09/24,Mobile
4652,120,Loan Payment,7967.09,2024/03/06,ATM
4653,221,Deposit,23715.02,2025/08/19,ATM
4654,998,Deposit,31507.53,2023/03/13,Mobile
4655,427,Loan Payment,15118.58,2025/04/02,Branch
4656,274,Withdrawal,7676.02,2025/06/14,Mobile
4657,128,Withdrawal,29911.02,2025/01/28,Mobile
4658,985,Withdrawal,42988.94,2023/06/18,Online
4659,960,Deposit,1359.37,2024/05/11,ATM
4660,392,Deposit,971.13,2024/02/12,Branch
4661,847,Deposit,13083.98,2024/09/19,Branch
4662,40,Loan Payment,12978.15,2024/08/01,ATM
4663,877,Deposit,18505.42,2024/02/09,Branch
4664,367,Withdrawal,39825.62,2024/09/26,Branch
4665,459,Withdrawal,27659.23,2025/02/27,Mobile
4666,890,Loan Payment,19627.05,2023/03/06,ATM
4667,708,Loan Payment,8665.92,2025/05/02,ATM
4668,381,Withdrawal,44069.02,2024/01/04,Branch
4669,745,Loan Payment,48230.08,2024/02/27,ATM
4670,877,Withdrawal,9713.21,2024/06/16,ATM
4671,671,Deposit,33771.24,2024/02/16,Online
4672,511,Loan Payment,9328.99,2025/01/31,Mobile
4673,34,Withdrawal,3919.86,2025/11/28,ATM
4674,538,Withdrawal,22919.86,2023/07/26,ATM
4675,72,Deposit,16482.36,2025/05/25,ATM
4676,469,Deposit,40692.49,2023/01/31,Mobile
4677,345,Withdrawal,4000.28,2023/04/15,Branch
4678,450,Deposit,46159.42,2024/12/29,Online
4679,256,Loan Payment,27476.99,2025/01/11,ATM
4680,621,Loan Payment,15163.13,2023/09/04,Mobile
4681,715,Deposit,47726.28,2025/06/14,Branch
4682,279,Loan Payment,29559.67,2023/02/22,Online
4683,989,Withdrawal,5924.29,2025/04/02,Branch
4684,984,Deposit,17413.09,2024/02/27,Branch
4685,353,Withdrawal,47885.73,2025/11/09,ATM
4686,279,Withdrawal,33580.23,2025/04/22,Branch
4687,389,Withdrawal,43615.70,2025/10/06,Mobile
4688,404,Loan Payment,29313.18,2024/02/24,Branch
4689,299,Withdrawal,8066.25,2023/12/11,Online
4690,169,Deposit,47120.84,2025/09/15,ATM
4691,871,Deposit,25810.30,2025/02/27,Branch
4692,232,Loan Payment,39575.03,2024/02/07,Mobile
4693,843,Withdrawal,2761.36,2024/10/31,Online
4694,103,Deposit,48656.45,2022/12/18,Mobile
4695,228,Withdrawal,21027.38,2023/07/09,Online
4696,729,Deposit,18978.50,2023/06/20,ATM
4697,621,Loan Payment,28853.01,2023/01/04,Online
4698,727,Loan Payment,27553.05,2024/08/17,Online
4699,462,Withdrawal,49620.50,2025/02/07,Branch
4700,430,Withdrawal,46054.70,2023/07/01,Mobile
4701,731,Loan Payment,28881.70,2025/01/09,Online
4702,535,Deposit,47118.48,2025/07/06,Branch
4703,192,Deposit,13460.45,2023/04/26,ATM
4704,935,Withdrawal,45189.29,2023/01/13,Mobile
4705,788,Deposit,2869.76,2025/03/27,Branch
4706,443,Loan Payment,27625.73,2024/10/04,Branch
4707,975,Loan Payment,36021.10,2023/03/19,Branch
4708,96,Withdrawal,5776.76,2023/09/24,ATM
4709,79,Deposit,14766.11,2025/09/23,Mobile
4710,421,Deposit,2186.05,2024/06/26,Branch
4711,69,Withdrawal,21862.76,2025/11/22,Branch
4712,690,Loan Payment,18818.33,2025/07/11,Online
4713,507,Withdrawal,19143.89,2024/08/25,Branch
4714,413,Withdrawal,23224.66,2024/04/21,Online
4715,953,Withdrawal,2581.63,2024/12/28,Mobile
4716,377,Deposit,11790.68,2024/03/29,Online
4717,423,Loan Payment,22513.78,2024/11/04,Branch
4718,704,Loan Payment,16088.83,2023/10/19,Mobile
4719,566,Withdrawal,6386.85,2025/08/27,ATM
4720,538,Withdrawal,19349.10,2024/12/22,ATM
4721,838,Withdrawal,24755.86,2023/08/18,Mobile
4722,981,Withdrawal,41655.00,2023/12/17,ATM
4723,689,Loan Payment,4169.24,2025/02/28,ATM
4724,437,Loan Payment,40597.54,2024/05/17,Branch
4725,909,Withdrawal,2200.18,2023/07/01,Branch
4726,673,Withdrawal,11325.15,2025/05/24,Mobile
4727,294,Deposit,17618.63,2025/05/25,Mobile
4728,578,Deposit,43482.21,2025/05/06,Mobile
4729,901,Deposit,31500.20,2025/04/24,Branch
4730,733,Loan Payment,19267.27,2025/02/10,Online
4731,837,Deposit,16654.17,2023/09/19,Branch
4732,273,Loan Payment,11828.93,2023/02/01,Mobile
4733,664,Loan Payment,5982.04,2025/11/11,Branch
4734,118,Loan Payment,15155.07,2025/03/11,Online
4735,186,Withdrawal,41012.84,2024/04/17,Mobile
4736,943,Loan Payment,6103.13,2025/02/24,ATM
4737,886,Loan Payment,29162.47,2024/02/01,Online
4738,402,Withdrawal,31215.38,2023/06/01,ATM
4739,897,Withdrawal,2250.04,2023/02/08,Branch
4740,717,Loan Payment,46584.11,2025/01/22,ATM
4741,567,Withdrawal,40442.09,2025/08/04,Online
4742,478,Deposit,5411.52,2023/04/17,Branch
4743,122,Loan Payment,26026.35,2025/03/22,Branch
4744,75,Deposit,7297.47,2023/04/23,Branch
4745,940,Withdrawal,36855.94,2025/05/19,Online
4746,460,Loan Payment,25055.60,2025/07/04,Branch
4747,183,Loan Payment,49084.78,2023/05/19,Mobile
4748,124,Loan Payment,33601.63,2023/01/09,Branch
4749,899,Deposit,4411.88,2024/10/26,Mobile
4750,221,Deposit,21702.17,2025/04/22,Online
4751,159,Withdrawal,40317.10,2025/06/15,Branch
4752,3,Deposit,12833.41,2024/02/11,Mobile
4753,69,Withdrawal,15129.09,2025/04/05,ATM
4754,850,Withdrawal,3341.53,2023/05/22,Online
4755,470,Deposit,32632.29,2025/04/26,ATM
4756,340,Deposit,35576.63,2025/02/19,Mobile
4757,67,Deposit,39746.82,2025/05/28,Online
4758,630,Loan Payment,17648.84,2025/05/31,ATM
4759,601,Deposit,28803.19,2023/12/11,Online
4760,819,Loan Payment,32896.49,2023/05/28,Branch
4761,191,Deposit,1091.48,2025/05/16,ATM
4762,398,Loan Payment,11315.52,2023/08/13,ATM
4763,618,Withdrawal,29066.50,2025/03/28,Branch
4764,925,Deposit,22061.96,2025/08/29,Online
4765,378,Withdrawal,21507.81,2025/10/14,ATM
4766,755,Deposit,25406.15,2024/09/21,Mobile
4767,802,Deposit,7620.67,2025/01/09,Branch
4768,134,Deposit,17285.76,2023/03/19,Mobile
4769,877,Withdrawal,22017.69,2024/11/14,Online
4770,279,Loan Payment,45715.92,2025/04/21,ATM
4771,178,Loan Payment,38480.40,2023/03/22,Online
4772,124,Deposit,1684.78,2024/10/25,Branch
4773,528,Loan Payment,21989.68,2023/09/19,Online
4774,455,Deposit,17557.22,2024/09/19,Mobile
4775,418,Loan Payment,43418.23,2025/08/04,Online
4776,452,Deposit,27544.45,2025/08/31,Online
4777,176,Withdrawal,49439.51,2025/07/16,Branch
4778,270,Loan Payment,9703.03,2025/10/12,Mobile
4779,741,Deposit,24342.49,2023/03/25,Branch
4780,942,Withdrawal,24832.98,2025/09/08,ATM
4781,193,Deposit,9985.21,2023/08/20,Online
4782,111,Withdrawal,33263.08,2025/04/28,Branch
4783,737,Deposit,31740.71,2024/03/03,Branch
4784,816,Withdrawal,11822.26,2025/10/09,Online
4785,339,Withdrawal,17309.25,2023/03/14,Online
4786,991,Withdrawal,19319.31,2024/06/01,Mobile
4787,835,Deposit,11932.26,2025/04/02,Online
4788,773,Loan Payment,21497.26,2023/08/27,Mobile
4789,608,Deposit,48098.12,2023/09/22,ATM
4790,534,Withdrawal,10896.48,2024/08/25,Branch
4791,696,Deposit,31853.00,2024/05/06,Mobile
4792,302,Withdrawal,3989.05,2024/02/05,Mobile
4793,827,Deposit,31925.32,2024/02/15,ATM
4794,989,Loan Payment,14285.72,2024/10/26,Mobile
4795,456,Deposit,28158.05,2023/04/27,Mobile
4796,410,Withdrawal,18100.68,2023/06/12,Mobile
4797,383,Withdrawal,21057.24,2025/09/12,Branch
4798,103,Withdrawal,34815.55,2025/08/26,Branch
4799,149,Withdrawal,3267.83,2024/04/13,Online
4800,149,Deposit,24242.79,2025/09/28,ATM
4801,898,Loan Payment,36463.54,2024/03/16,ATM
4802,462,Loan Payment,40406.42,2023/05/27,Online
4803,407,Withdrawal,38309.29,2023/05/04,Mobile
4804,196,Deposit,3851.35,2023/04/12,Mobile
4805,793,Loan Payment,18428.73,2024/11/27,ATM
4806,583,Loan Payment,8113.93,2024/11/11,ATM
4807,528,Withdrawal,36840.02,2025/02/03,Branch
4808,435,Loan Payment,30700.20,2025/10/01,Branch
4809,125,Withdrawal,31690.44,2025/06/26,Mobile
